Problem	Population Size	Generation	Step Size	Elites	Mutations	Crossovers	Best	Worst	Best Fitness	Worst Fitness	Average	Deviation	Crossover Points	Runtime (ms)
Booth	100	117	0.8	50	50	1	f(1.0188368620081136, 2.984509072626083) = 0.0006395773155219627	f(1.6739348946096115, 2.9436866983472183) = 1.9831851584616333	99.9360831482163	33.52121798955581	94.8684221904468	13.044056086920698	1	35.1876
Booth	100	118	0.8	50	50	1	f(1.0188368620081136, 2.984509072626083) = 0.0006395773155219627	f(1.6696081390853652, 2.9754551365178843) = 2.1134040283806974	99.9360831482163	32.11918501050141	92.49891574850119	16.620163405877715	1	35.1876
Booth	100	119	0.8	50	50	1	f(1.0188368620081136, 2.984509072626083) = 0.0006395773155219627	f(0.21932663818854214, 4.09293622960683) = 2.19399289424436	99.9360831482163	31.308773472915995	92.3556481630496	17.098664982743625	1	35.1876
Booth	100	120	0.8	50	50	1	f(1.0188368620081136, 2.984509072626083) = 0.0006395773155219627	f(0.3950572463215405, 2.9754551365178843) = 1.9515768261854287	99.9360831482163	33.88019553237868	91.42223265927223	17.908937191840923	1	35.1876
Booth	100	121	0.8	50	50	1	f(1.0188368620081136, 2.984509072626083) = 0.0006395773155219627	f(0.4797145664766469, 2.9754551365178843) = 1.458659592800209	99.9360831482163	40.67256821270988	94.4874778941504	13.835293767018992	1	35.1876
Booth	100	122	0.8	50	50	1	f(1.0188368620081136, 2.984509072626083) = 0.0006395773155219627	f(0.4797145664766469, 2.9754551365178843) = 1.458659592800209	99.9360831482163	40.67256821270988	96.11390027323525	10.919141578316461	1	35.1876
Booth	100	123	0.8	50	50	1	f(1.0188368620081136, 2.984509072626083) = 0.0006395773155219627	f(1.0188368620081136, 2.48639704046378) = 1.243316792467444	99.9360831482163	44.57685171161632	94.75817006785888	12.902639921536899	1	35.1876
Booth	100	124	0.8	50	50	1	f(1.0188368620081136, 2.984509072626083) = 0.0006395773155219627	f(0.593205585955143, 2.977812562198664) = 0.9020756945478419	99.9360831482163	52.574143230283916	96.2188859725597	9.957705092842826	1	35.1876
Booth	100	125	0.8	50	50	1	f(1.0188368620081136, 2.984509072626083) = 0.0006395773155219627	f(0.4932837554994781, 2.977812562198664) = 1.3762100554467582	99.9360831482163	42.08382157578182	96.0884557993182	10.14940331121928	1	35.1876
Booth	100	126	0.8	50	50	1	f(1.0188368620081136, 2.984509072626083) = 0.0006395773155219627	f(0.43298470402869393, 2.984509072626083) = 1.6790003156399915	99.9360831482163	37.32735655766834	93.30042323140746	15.408826771405998	1	35.1876
Booth	100	127	0.8	50	50	1	f(1.0188368620081136, 2.984509072626083) = 0.0006395773155219627	f(1.0188368620081136, 3.779968495503775) = 3.1610656781075193	99.9360831482163	24.03230511984629	96.78869061830306	10.836124232437477	1	35.1876
Booth	100	128	0.8	50	50	1	f(1.0188368620081136, 2.984509072626083) = 0.0006395773155219627	f(1.0188368620081136, 3.7314702561731004) = 2.7872466494098456	99.9360831482163	26.404406487647876	97.65894408730999	8.683774675413916	1	35.1876
Booth	100	129	0.8	50	50	1	f(1.0188368620081136, 2.984509072626083) = 0.0006395773155219627	f(1.62082364374973, 3.1729800347899606) = 2.935841209327206	99.9360831482163	25.407529085019675	95.36727826801265	14.057335545909845	1	35.1876
Booth	100	130	0.8	50	50	1	f(1.0105689575736099, 2.984509072626083) = 0.0004485748419572778	f(0.37135460086614924, 2.984509072626083) = 2.055081435190749	99.955162628721	32.732351697118126	94.70377678263989	15.503185685475518	1	35.1876
Booth	100	131	0.8	50	50	1	f(1.0105689575736099, 2.984509072626083) = 0.0004485748419572778	f(1.0105689575736099, 2.2584945221250794) = 2.6870148634234603	99.955162628721	27.122212332810665	94.0713692447728	15.743967914325818	1	35.1876
Booth	100	132	0.8	50	50	1	f(1.0105689575736099, 2.984509072626083) = 0.0004485748419572778	f(0.2236434188905877, 2.984509072626083) = 3.1110594166278247	99.955162628721	24.32463019034323	94.78547636898564	15.834642982054238	1	35.1876
Booth	100	133	0.8	50	50	1	f(1.0105689575736099, 2.984509072626083) = 0.0004485748419572778	f(0.6746854974177918, 3.6221251751713597) = 0.8452555606236021	99.955162628721	54.19303544393878	96.43689908045744	9.93214875113345	1	35.1876
