Problem	Population Size	Generation	Step Size	Elites	Mutations	Crossovers	Best	Worst	Best Fitness	Worst Fitness	Average	Deviation	Crossover Points	Runtime (ms)
Rastrigin	100	80	0.8	50	50	1	f(-0.017105439049912685, 0.007675198366976721) = 0.06967792619726332	f(-0.9876628598188327, -0.41919022874681255) = 19.919669529112046	93.48608356863356	4.780190234881047	49.67008507240942	26.49262583170297	1	49.36
Rastrigin	100	81	0.8	50	50	1	f(-0.017105439049912685, 0.007675198366976721) = 0.06967792619726332	f(-1.2648820586124154, 0.598882938536066) = 31.023517927838252	93.48608356863356	3.1227050140256245	48.25787276707364	27.28474474872627	1	49.36
Rastrigin	100	82	0.8	50	50	1	f(-0.017105439049912685, 0.007675198366976721) = 0.06967792619726332	f(-0.6879525533382417, -0.4333442157969165) = 33.597347183640146	93.48608356863356	2.890395019861131	51.23396869174728	27.31312854451582	1	49.36
Rastrigin	100	83	0.8	50	50	1	f(-0.017105439049912685, 0.007675198366976721) = 0.06967792619726332	f(0.05023370266536742, 0.4530217305681641) = 20.269252597712885	93.48608356863356	4.701622661190885	52.408716274994724	26.770572287104194	1	49.36
Rastrigin	100	84	0.8	50	50	1	f(-0.017105439049912685, 0.007675198366976721) = 0.06967792619726332	f(-1.167394190225791, 0.5838216526599762) = 25.388168766142083	93.48608356863356	3.789577097456917	55.89211133895041	28.544498796085563	1	49.36
Rastrigin	100	85	0.8	50	50	1	f(-0.017105439049912685, 0.007675198366976721) = 0.06967792619726332	f(0.46167983679807245, 0.007675198366976721) = 19.936373185551453	93.48608356863356	4.776376458030071	57.994208618316655	27.67137056370022	1	49.36
Rastrigin	100	86	0.8	50	50	1	f(-0.017105439049912685, 0.007675198366976721) = 0.06967792619726332	f(-0.03765869032394542, -0.3541926679453854) = 16.49441420777751	93.48608356863356	5.716110228803369	62.59313746425928	25.14352882566165	1	49.36
Rastrigin	100	87	0.8	50	50	1	f(-0.017105439049912685, 0.007675198366976721) = 0.06967792619726332	f(0.3726310178529656, -0.3541926679453854) = 33.31825392923247	93.48608356863356	2.913901161935849	63.52849503769771	26.582845350115598	1	49.36
Rastrigin	100	88	0.8	50	50	1	f(-0.017105439049912685, 0.007675198366976721) = 0.06967792619726332	f(-0.5259366250076318, 0.007675198366976721) = 20.15580037002514	93.48608356863356	4.726836056823747	61.26754159901986	28.743265101478805	1	49.36
Rastrigin	100	89	0.8	50	50	1	f(-0.017105439049912685, 0.007675198366976721) = 0.06967792619726332	f(-0.035068058006357594, -0.595849671160492) = 18.838713105062748	93.48608356863356	5.040649535603217	63.701882961044184	27.19042746626384	1	49.36
Rastrigin	100	90	0.8	50	50	1	f(-0.017105439049912685, 0.007675198366976721) = 0.06967792619726332	f(-0.23189255664463754, 1.4551846592685502) = 30.64223260567545	93.48608356863356	3.160333256069412	64.75217293808524	28.839415365270312	1	49.36
Rastrigin	100	91	0.8	50	50	1	f(-0.00824097522256817, 0.007675198366976721) = 0.025155301071450253	f(-0.4478901699856606, 0.02051320924245359) = 19.75273845708425	97.54619606949709	4.818641173876672	68.59262211801621	28.97695171941406	1	49.36
